id,observed_on_string,observed_on,time_observed_at,latitude,longitude,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_genus_name
103712048,2021-12-26 12:54:29,2021-12-26,2021-12-26 17:54:29 UTC,25.3708409722,-80.6870289722,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
103712346,2021-12-26 13:21:29,2021-12-26,2021-12-26 18:21:29 UTC,25.1237201463,-80.8271131493,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
103721400,Tue Dec 21 2021 12:42:03 GMT-0500 (EST),2021-12-21,2021-12-21 17:42:03 UTC,25.1324907408,-80.8998014798,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
103855350,2021-12-28 13:16:23,2021-12-28,2021-12-28 18:16:23 UTC,25.1315050102,-80.841645494,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
104113311,Fri Dec 31 2021 19:40:14 GMT-0500 (EST),2021-12-31,2022-01-01 00:40:14 UTC,25.25903,-80.79837,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
104155850,2021/12/21 11:21 AM CST,2021-12-21,2021-12-21 17:21:00 UTC,25.1703180857,-80.847425008,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
104207456,2022-01-01 21:13:16,2022-01-01,2022-01-01 21:13:16 UTC,25.1474200398,-80.9238794446,Lynx rufus,Bobcat,Mammalia,41976,Carnivora,Lynx
104208554,Sat Dec 25 2021 15:01:50 GMT-0500 (EST),2021-12-25,2021-12-25 20:01:50 UTC,25.1607346542,-80.8644256073,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
104246001,2015/12/29 10:25 AM CST,2015-12-29,2015-12-29 16:25:00 UTC,25.1698154184,-80.9605281123,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
104421515,Mon Jan 03 2022 14:12:59 GMT-0500 (EST),2022-01-03,2022-01-03 19:12:59 UTC,25.1380369409,-80.8455858795,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
104683334,2022/01/08 4:18 PM EST,2022-01-08,2022-01-08 21:18:00 UTC,25.1183632398,-80.9269971407,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
104785977,2022/01/11 10:38 AM EST,2022-01-11,2022-01-11 15:38:00 UTC,25.1103868215,-80.9450927679,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
104787575,2022/01/11 10:37 AM UTC,2022-01-11,2022-01-11 15:37:00 UTC,25.090018587,-80.8043590971,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
104877954,2011/03/14 3:32 PM -0300,2011-03-14,2011-03-14 18:32:00 UTC,25.5191754646,-81.0713135219,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
104879917,2011/03/15 1:39 PM -0300,2011-03-15,2011-03-15 16:39:00 UTC,25.5505739105,-80.8368429506,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
104882089,2022/01/13 10:26 AM EST,2022-01-13,2022-01-13 15:26:00 UTC,25.3936383333,-80.6599683333,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
105133306,Sun Jan 16 2022 13:38:45 GMT-0500 (EST),2022-01-16,2022-01-16 18:38:45 UTC,25.0491559383,-80.9973132182,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
105323896,Sun Jan 16 2022 14:26:07 GMT-0500 (EST),2022-01-16,2022-01-16 19:26:07 UTC,25.0807046138,-80.8213662115,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
105539964,2022/01/23 1:51 PM EST,2022-01-23,2022-01-23 18:51:00 UTC,25.1976422751,-80.8845113801,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
105574032,2022/01/16 11:15 AM MST,2022-01-16,2022-01-16 18:15:00 UTC,25.1922807264,-80.857860511,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
105582291,2022-01-25 09:15:00,2022-01-25,2022-01-25 14:15:00 UTC,25.393322,-80.6893649722,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
105651099,2019-12-28 11:59:59,2019-12-28,2019-12-28 16:59:59 UTC,25.1876941104,-80.94738084,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
105691056,Wed Jan 26 2022 13:25:06 GMT-0500 (EST),2022-01-26,2022-01-26 18:25:06 UTC,25.0157581509,-80.8296787519,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
105816531,2019/03/13 6:00 PM UTC,2019-03-13,2019-03-13 18:00:00 UTC,25.8261207114,-81.4366378394,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
105999084,2021/03/13 7:18 AM UTC,2021-03-13,2021-03-13 07:18:00 UTC,25.3976577005,-80.6594188207,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
106065080,2022-01-30 12:48:11,2022-01-30,2022-01-30 17:48:11 UTC,25.4962852296,-80.7735827531,Ursus americanus,American Black Bear,Mammalia,41638,Carnivora,Ursus
106090466,Thu Feb 03 2022 16:56:01 GMT-0500 (EST),2022-02-03,2022-02-03 21:56:01 UTC,25.801149414,-81.4451820799,Tursiops truncatus truncatus,Common Bottlenose Dolphin,Mammalia,705323,Artiodactyla,Tursiops
106380542,2022/01/19 2:19 PM EST,2022-01-19,2022-01-19 19:19:00 UTC,25.0973821445,-80.9336072769,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
106445791,2022/01/20 1:22 PM EST,2022-01-20,2022-01-20 18:22:00 UTC,25.1798350534,-80.8125228433,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
106531715,2022-02-10 16:49:48,2022-02-10,2022-02-10 21:49:48 UTC,25.1214413,-80.92720319,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
106639197,2022/02/12 11:34 AM EST,2022-02-12,2022-02-12 16:34:00 UTC,25.003289511,-80.9089226787,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
106710963,Sat Feb 12 2022 16:35:37 GMT -0500 (EST),2022-02-12,2022-02-12 21:35:37 UTC,25.1244564056,-80.9362869263,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
106974234,Fri Feb 18 2022 09:51:04 GMT -0500 (EST),2022-02-18,2022-02-18 14:51:04 UTC,25.166597972,-80.9632514709,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
106993178,Thu Feb 17 2022 11:33:03 GMT-0500 (EST),2022-02-17,2022-02-17 16:33:03 UTC,25.3146948648,-80.5718559887,Procyon lotor elucus,Florida Raccoon,Mammalia,936534,Carnivora,Procyon
107001298,Fri Feb 18 2022 15:03:36 GMT-0500 (EST),2022-02-18,2022-02-18 20:03:36 UTC,25.0386657491,-80.9626984286,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
107084044,Wed Jan 26 2022 16:26:29 GMT-0600 (CST),2022-01-26,2022-01-27 02:26:29 UTC,25.0843614678,-80.9383461631,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
107180107,Mon Feb 21 2022 08:36:27 GMT-0500 (EST),2022-02-21,2022-02-21 13:36:27 UTC,25.3852083333,-80.622245,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
107180178,Mon Feb 21 2022 08:00:29 GMT-0500 (EST),2022-02-21,2022-02-21 13:00:29 UTC,25.3814616667,-80.6178283333,Procyon lotor,Common Raccoon,Mammalia,41663,Carnivora,Procyon
107180288,Fri Feb 18 2022 08:04:38 GMT-0500 (EST),2022-02-18,2022-02-18 13:04:38 UTC,25.3898166667,-80.6221866667,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Rodentia,Sciurus
107213704,2022/02/21 2:50 PM EST,2022-02-21,2022-02-21 19:50:00 UTC,25.3816663611,-80.6412477778,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
107350125,Tue Apr 06 2021 12:21:00 GMT-0600 (MDT),2021-04-06,2021-04-06 18:21:00 UTC,25.0951326047,-80.945003045,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
107383886,Thu Feb 24 2022 14:02:35 GMT -0500 (EST),2022-02-24,2022-02-24 19:02:35 UTC,25.0673284519,-80.8435612008,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
107631981,Mon Feb 28 2022 08:06:18 GMT-0500 (EST),2022-02-28,2022-02-28 13:06:18 UTC,25.3901583333,-80.622125,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Rodentia,Sciurus
107897127,Sat Jan 05 2019 11:34:47 GMT-0500 (EST),2019-01-05,2019-01-05 16:34:47 UTC,25.0220226408,-80.8071925277,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
108161340,Wed Aug 14 2019 14:08:00 GMT-0400 (EDT),2019-08-14,2019-08-14 18:08:00 UTC,25.0976927438,-80.9710502357,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
108696487,Tue Mar 08 2022 14:35:11 GMT-0500 (EST),2022-03-08,2022-03-08 19:35:11 UTC,25.0957591463,-80.8226004658,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
108699372,2022-03-14 14:51:53,2022-03-14,2022-03-14 18:51:53 UTC,25.0417452303,-80.8865827225,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
108905665,Fri Mar 26 2021 19:23:55 GMT-0400 (EDT),2021-03-26,2021-03-26 23:23:55 UTC,25.0174961192,-80.8023148182,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
109239178,2022/02/07 3:06 PM PST,2022-02-07,2022-02-07 23:06:00 UTC,25.0323491815,-80.8566927569,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
109508207,Tue Jan 11 2022 20:35:00 GMT-0500 (EST),2022-01-11,2022-01-12 01:35:00 UTC,25.3942644552,-80.6190300774,Ursus americanus americanus,Eastern Black Bear,Mammalia,132830,Carnivora,Ursus
109671449,2022/03/26 8:35 PM CDT,2022-03-26,2022-03-27 01:35:00 UTC,25.1620317789,-80.9118401743,Lynx rufus,Bobcat,Mammalia,41976,Carnivora,Lynx
109771604,2022/03/27 2:06 PM EDT,2022-03-27,2022-03-27 18:06:00 UTC,25.3708333333,-80.6241666667,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
109964897,2022/03/30 9:02 AM CEST,2022-03-30,2022-03-30 07:02:00 UTC,25.3719,-80.8161,Procyon lotor,Common Raccoon,Mammalia,41663,Carnivora,Procyon
109975248,2022/03/30 12:03 PM EDT,2022-03-30,2022-03-30 16:03:00 UTC,25.760515935,-80.5614008037,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
110022652,Thu Mar 17 2022 20:09:00 GMT-0400 (EDT),2022-03-17,2022-03-18 00:09:00 UTC,25.1388166667,-80.9361283333,Lynx rufus,Bobcat,Mammalia,41976,Carnivora,Lynx
110030371,2022/03/30 12:02 PM HST,2022-03-30,2022-03-30 22:02:00 UTC,25.1182322522,-80.8069214643,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
110035388,Thu Mar 31 2022 15:34:00 GMT-0400 (EDT),2022-03-31,2022-03-31 19:34:00 UTC,25.3934045925,-80.6199218867,Ursus americanus americanus,Eastern Black Bear,Mammalia,132830,Carnivora,Ursus
110328204,2022-04-03 13:48:36,2022-04-03,2022-04-03 17:48:36 UTC,25.075793299,-80.4874944314,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
111311927,2022/04/10 1:30 PM EDT,2022-04-10,2022-04-10 17:30:00 UTC,25.0965900332,-80.8802723734,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
111343544,2022/03/18 8:29 AM EDT,2022-03-18,2022-03-18 12:29:00 UTC,25.0301523315,-80.8859086856,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
111464732,2022-04-14 18:00:52-04:00,2022-04-14,2022-04-14 22:00:52 UTC,25.8092754423,-81.3596765482,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
111590356,2022-04-15 12:13:16-04:00,2022-04-15,2022-04-15 16:13:16 UTC,25.7247341586,-81.3932155136,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
111703015,2022/04/16 4:21 PM EDT,2022-04-16,2022-04-16 20:21:00 UTC,25.8117437461,-81.3643419737,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
111817397,2022/04/16 1:36 PM EDT,2022-04-16,2022-04-16 17:36:00 UTC,25.1694318861,-80.8326437974,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
111984895,2022/04/14 3:56 PM MST,2022-04-14,2022-04-14 22:56:00 UTC,25.3970882554,-80.6577008535,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
112136742,2022/02/26 2:35 PM,2022-02-26,2022-02-26 19:35:00 UTC,25.1661200072,-80.9890237429,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
112201450,2022-04-20 10:48:00-04:00,2022-04-20,2022-04-20 14:48:00 UTC,25.0280300367,-80.9924871962,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
112264344,2022/04/16 10:42 AM,2022-04-16,2022-04-16 14:42:00 UTC,25.1849919297,-80.9908948961,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
112601788,2022/04/16 11:42 AM,2022-04-16,2022-04-16 15:42:00 UTC,25.1656885195,-80.9471438977,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
112601789,2022/04/16 11:44 AM,2022-04-16,2022-04-16 15:44:00 UTC,25.1840128186,-80.8965276148,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
112616396,2022/04/19 7:14 PM,2022-04-19,2022-04-19 23:14:00 UTC,25.1894232663,-80.8618493853,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
112652699,2022/04/16 4:58 PM,2022-04-16,2022-04-16 20:58:00 UTC,25.3975396307,-80.6580275054,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
112881722,2022/04/25 11:59 AM,2022-04-25,2022-04-25 15:59:00 UTC,25.0208601844,-80.812580681,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
113187238,2022-02-21 13:22:26-05:00,2022-02-21,2022-02-21 18:22:26 UTC,25.1966290163,-80.9427656199,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
114309019,2022-05-01 13:42:36-04:00,2022-05-01,2022-05-01 17:42:36 UTC,25.3906788208,-80.6154755715,Didelphis virginiana,Virginia Opossum,Mammalia,42652,Didelphimorphia,Didelphis
114376734,2022/04/25 6:08 AM,2022-04-25,2022-04-25 10:08:00 UTC,25.3991655784,-80.6560420893,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
114376736,2022/04/24 7:13 AM,2022-04-24,2022-04-24 11:13:00 UTC,25.4009503981,-80.6551006084,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
114383001,2022/04/07 1:52 PM,2022-04-07,2022-04-07 17:52:00 UTC,25.0835380174,-80.987611533,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
114383010,2022/04/07 1:51 PM,2022-04-07,2022-04-07 17:51:00 UTC,25.0194514283,-80.9975143749,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
114561545,2021/04/09 5:53 AM,2021-04-09,2021-04-09 09:53:00 UTC,25.3953191,-80.5830722,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
114763358,2022-05-02 08:07:00-04:00,2022-05-02,2022-05-02 12:07:00 UTC,25.38897,-80.6307616667,Ursus americanus,American Black Bear,Mammalia,41638,Carnivora,Ursus
115262178,2022/04/30 9:13 PM,2022-04-30,2022-05-01 01:13:00 UTC,25.3822749085,-80.6096962849,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
115503172,2022/04/30 9:01 AM,2022-04-30,2022-04-30 13:01:00 UTC,25.393036,-80.689369,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
115727445,2022/04/30 12:02 PM,2022-04-30,2022-04-30 16:02:00 UTC,25.395596,-80.69976,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
115742502,2022/04/30 3:08 PM,2022-04-30,2022-04-30 19:08:00 UTC,25.40881,-80.727058,Odocoileus virginianus seminolus,Florida White-tailed Deer,Mammalia,334689,Artiodactyla,Odocoileus
115753144,2022/04/30 3:33 PM,2022-04-30,2022-04-30 19:33:00 UTC,25.4775970799,-80.6293246966,Odocoileus virginianus seminolus,Florida White-tailed Deer,Mammalia,334689,Artiodactyla,Odocoileus
115798764,2022/04/30 7:20 PM,2022-04-30,2022-04-30 23:20:00 UTC,25.393692,-80.617584,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Rodentia,Sciurus
116090335,2022/05/07 7:09 PM,2022-05-07,2022-05-07 23:09:00 UTC,25.3999546301,-80.6560359452,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
116188064,2022/04/30 11:37 PM,2022-04-30,2022-05-01 03:37:00 UTC,25.3821962575,-80.6096689936,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
116336447,2022-05-06 10:16:59-04:00,2022-05-06,2022-05-06 14:16:59 UTC,25.1444312417,-80.9472730636,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
116509537,2022/04/25 9:33 AM,2022-04-25,2022-04-25 13:33:00 UTC,25.7716322787,-81.3649952327,Tursiops truncatus truncatus,Common Bottlenose Dolphin,Mammalia,705323,Artiodactyla,Tursiops
116806448,Sun Sep 26 2021 16:56:42 GMT-0400 (EDT),2021-09-26,2021-09-26 20:56:42 UTC,25.1728404313,-80.9107575943,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
117364388,2017/02/04,2017-02-04,,25.1438558894,-80.8910221799,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
117514910,2022/05/11 3:03 PM,2022-05-11,2022-05-11 19:03:00 UTC,25.0950252347,-80.8676613781,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
117668092,2022/05/11 5:07 PM,2022-05-11,2022-05-11 21:07:00 UTC,25.1805322999,-80.9930872567,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
118276201,2022/05/10 4:14 PM,2022-05-10,2022-05-10 20:14:00 UTC,25.1108308583,-80.8163316692,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
118462503,2022/05/21 3:06 AM,2022-05-21,2022-05-21 07:06:00 UTC,25.3905563157,-80.6393774713,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
118603970,2022-05-20 16:12:27-04:00,2022-05-20,2022-05-20 20:12:27 UTC,25.424295,-80.6792883333,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
119353764,2022-05-29 17:09:26-04:00,2022-05-29,2022-05-29 21:09:26 UTC,25.8334533333,-81.4439866667,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
119419739,2022/05/28 8:42 AM,2022-05-28,2022-05-28 12:42:00 UTC,25.4210347777,-80.7132764664,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
121014090,2022/06/09 9:34 AM,2022-06-09,2022-06-09 13:34:00 UTC,25.3524905171,-80.8209006885,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
122016222,2022-06-13 01:01:45-04:00,2022-06-13,2022-06-13 05:01:45 UTC,25.1420528333,-80.926055,Canis latrans,Coyote,Mammalia,42051,Carnivora,Canis
122662775,2022-06-20 11:40:55-04:00,2022-06-20,2022-06-20 15:40:55 UTC,25.351216801,-81.0802677484,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
122902939,2022-06-20 16:43:05-04:00,2022-06-20,2022-06-20 20:43:05 UTC,25.1719362936,-80.8429117057,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
123216918,2022-06-24 09:00:38-04:00,2022-06-24,2022-06-24 13:00:38 UTC,25.4083253274,-80.8480870382,Sylvilagus palustris,Marsh Rabbit,Mammalia,43102,Lagomorpha,Sylvilagus
124815225,2022-07-04 13:19:47-04:00,2022-07-04,2022-07-04 17:19:47 UTC,25.0932671868,-80.9299042002,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
124815526,2022-07-04 13:04:27-04:00,2022-07-04,2022-07-04 17:04:27 UTC,25.1124139735,-80.8914190433,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
125065281,2022-07-05 17:58:03-04:00,2022-07-05,2022-07-05 21:58:03 UTC,25.14096442,-80.924752517,Canis latrans,Coyote,Mammalia,42051,Carnivora,Canis
126457192,2019/05/30 12:23,2019-05-30,2019-05-30 16:23:00 UTC,25.1310964995,-80.8180619942,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
126834423,2019/12/29 17:08,2019-12-29,2019-12-29 22:08:00 UTC,25.0936244758,-80.9814609891,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
127607063,2022-07-23 16:12:00,2022-07-23,2022-07-23 20:12:00 UTC,25.1146579644,-80.9628198209,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
127748030,2022-07-24 14:48:39-04:00,2022-07-24,2022-07-24 18:48:39 UTC,25.1661284459,-80.8693952636,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
128761478,2022/07/29 9:52 AM,2022-07-29,2022-07-29 13:52:00 UTC,25.2760374063,-80.8588830837,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
129148701,2014/10/29 11:29 AM,2014-10-29,2014-10-29 15:29:00 UTC,25.7898671427,-81.3701483918,Tursiops truncatus,Common Bottlenose Dolphin,Mammalia,41482,Artiodactyla,Tursiops
129185487,2022-03-02 16:42:12-05:00,2022-03-02,2022-03-02 21:42:12 UTC,25.1652343207,-80.836916614,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
129216545,2022-08-02 12:10:51-04:00,2022-08-02,2022-08-02 16:10:51 UTC,25.0698334115,-80.9953896614,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
129354753,2022/04/23 4:15 PM,2022-04-23,2022-04-23 20:15:00 UTC,25.4091743133,-80.5742062154,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
129881221,2022/08/06 3:37 PM,2022-08-06,2022-08-06 19:37:00 UTC,25.3985263443,-80.7034028215,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
130624823,2022/06/19 2:15 PM,2022-06-19,2022-06-19 18:15:00 UTC,25.0348565955,-80.9603193531,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
130624824,2022/06/19 2:20 PM,2022-06-19,2022-06-19 18:20:00 UTC,25.0631245313,-80.8043975047,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
131500435,2022-08-19 15:08:47,2022-08-19,2022-08-19 19:08:47 UTC,25.0714527988,-80.8838017938,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
132050124,2022-08-23 15:45:08,2022-08-23,2022-08-23 19:45:08 UTC,25.3999535,-80.65925383,Sigmodon hispidus,Hispid Cotton Rat,Mammalia,44902,Rodentia,Sigmodon
132072850,2018/01/21 11:56 AM,2018-01-21,2018-01-21 16:56:00 UTC,25.4285933633,-80.6462175325,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
132356484,2022/08/24 5:17 PM,2022-08-24,2022-08-24 21:17:00 UTC,25.393234,-80.689362,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
132356530,2022/08/24 5:33 PM,2022-08-24,2022-08-24 21:33:00 UTC,25.396538,-80.6952210001,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
133036827,2022/08/24 9:04 PM,2022-08-24,2022-08-25 01:04:00 UTC,25.389241541,-80.6258121974,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
133036829,2022/08/24 9:18 PM,2022-08-24,2022-08-25 01:18:00 UTC,25.3892443601,-80.6258085094,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
133617619,2022/09/01 4:34 PM,2022-09-01,2022-09-01 20:34:00 UTC,25.0011536477,-80.8316033776,Trichechus manatus latirostris,Florida Manatee,Mammalia,147881,Sirenia,Trichechus
133674518,1985-08-04,1985-08-04,,25.4104473921,-80.8749183305,Odocoileus virginianus,White-tailed Deer,Mammalia,42223,Artiodactyla,Odocoileus
134692449,2020-01-12 10:42:48-05:00,2020-01-12,2020-01-12 15:42:48 UTC,25.0198862606,-80.9079906751,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
135293518,2021/04/06 1:16 PM,2021-04-06,2021-04-06 17:16:00 UTC,25.2024207947,-80.8338158928,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
135367950,2022-09-16 11:53:20,2022-09-16,2022-09-16 15:53:20 UTC,25.1929742242,-80.8853286917,Trichechus manatus,West Indian Manatee,Mammalia,46316,Sirenia,Trichechus
135948287,2022-08-21 17:49:04,2022-08-21,2022-08-21 21:49:04 UTC,25.1390095229,-80.933518298,Canis latrans,Coyote,Mammalia,42051,Carnivora,Canis
136299356,2022-09-24 08:30:39-04:00,2022-09-24,2022-09-24 12:30:39 UTC,25.3824583333,-80.6100616667,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Rodentia,Sciurus
136432310,2021-10-16 16:25:41-04:00,2021-10-16,2021-10-16 20:25:41 UTC,25.824505,-81.4855716667,Procyon lotor elucus,Florida Raccoon,Mammalia,936534,Carnivora,Procyon
137101343,2022/09/24 9:20PM,2022-09-24,2022-09-25 01:20:00 UTC,25.3822989422,-80.609870159,Tadarida brasiliensis,Mexican Free-tailed Bat,Mammalia,41301,Chiroptera,Tadarida
