"YEAR","MEAN_TP"
2001,33.7560975609756
2002,26.1764705882353
2003,25.1666666666667
2004,21.6428571428571
2005,34.8805970149254
2006,55.7260273972603
2007,46.1805555555556
2008,42.6805555555556
2009,39.3
2010,33.5555555555556
2011,39.4615384615385
2012,33.4507042253521
2013,43.25
2014,51.8194444444444
2015,46.4626865671642
2016,36.1944444444444
2017,61.8260869565217
2018,69.4027777777778
2019,61.3194444444444
2020,75.2615384615385
2021,74.9444444444444
